,model,num_cores,WER,sample_id,engine,run_id,time,text_len,audio_len
184,citrinet,?,0.1,116-288045-0003,NeMo,116-288045-0003-5,0.10245358800057147,54,3.66
185,citrinet,?,0.0,116-288045-0004,NeMo,116-288045-0004-1,0.139696449999974,62,3.72
186,citrinet,?,0.0,116-288045-0004,NeMo,116-288045-0004-2,0.11316402700140316,62,3.72
187,citrinet,?,0.0,116-288045-0004,NeMo,116-288045-0004-3,0.10405543399974704,62,3.72
188,citrinet,?,0.0,116-288045-0004,NeMo,116-288045-0004-4,0.13032772400038084,62,3.72
189,citrinet,?,0.0,116-288045-0004,NeMo,116-288045-0004-5,0.13344496299941966,62,3.72
190,citrinet,?,0.0,116-288045-0005,NeMo,116-288045-0005-1,0.11503513800016663,52,4.995
191,citrinet,?,0.0,116-288045-0005,NeMo,116-288045-0005-2,0.15067924899994978,52,4.995
192,citrinet,?,0.0,116-288045-0005,NeMo,116-288045-0005-3,0.13817290299994056,52,4.995
193,citrinet,?,0.0,116-288045-0005,NeMo,116-288045-0005-4,0.10696196400022018,52,4.995
194,citrinet,?,0.0,116-288045-0005,NeMo,116-288045-0005-5,0.11647235400050704,52,4.995
195,citrinet,?,0.0,116-288045-0006,NeMo,116-288045-0006-1,0.11748639799952798,38,3.525
196,citrinet,?,0.0,116-288045-0006,NeMo,116-288045-0006-2,0.09965531499983626,38,3.525
197,citrinet,?,0.0,116-288045-0006,NeMo,116-288045-0006-3,0.10126395000042976,38,3.525
198,citrinet,?,0.0,116-288045-0006,NeMo,116-288045-0006-4,0.0983146009984921,38,3.525
199,citrinet,?,0.0,116-288045-0006,NeMo,116-288045-0006-5,0.09652261800147244,38,3.525
200,citrinet,?,0.42857142857142855,116-288045-0007,NeMo,116-288045-0007-1,0.1016856429996551,40,2.67
201,citrinet,?,0.42857142857142855,116-288045-0007,NeMo,116-288045-0007-2,0.0862605229995097,40,2.67
202,citrinet,?,0.42857142857142855,116-288045-0007,NeMo,116-288045-0007-3,0.09951149100015755,40,2.67
203,citrinet,?,0.42857142857142855,116-288045-0007,NeMo,116-288045-0007-4,0.11592847499923664,40,2.67
204,citrinet,?,0.42857142857142855,116-288045-0007,NeMo,116-288045-0007-5,0.09890340799938713,40,2.67
205,citrinet,?,0.14285714285714285,116-288045-0008,NeMo,116-288045-0008-1,0.142179999000291,76,5.165
206,citrinet,?,0.14285714285714285,116-288045-0008,NeMo,116-288045-0008-2,0.14099817399983294,76,5.165
207,citrinet,?,0.14285714285714285,116-288045-0008,NeMo,116-288045-0008-3,0.11658970400094404,76,5.165
208,citrinet,?,0.14285714285714285,116-288045-0008,NeMo,116-288045-0008-4,0.11556179199942562,76,5.165
209,citrinet,?,0.14285714285714285,116-288045-0008,NeMo,116-288045-0008-5,0.14124937400083581,76,5.165
210,citrinet,?,0.0,116-288045-0009,NeMo,116-288045-0009-1,0.11506723599995894,25,3.07
211,citrinet,?,0.0,116-288045-0009,NeMo,116-288045-0009-2,0.10387648299911234,25,3.07
212,citrinet,?,0.0,116-288045-0009,NeMo,116-288045-0009-3,0.12629193800057692,25,3.07
213,citrinet,?,0.0,116-288045-0009,NeMo,116-288045-0009-4,0.10733157799950277,25,3.07
214,citrinet,?,0.0,116-288045-0009,NeMo,116-288045-0009-5,0.09463476200107834,25,3.07
215,citrinet,?,0.3333333333333333,116-288045-0010,NeMo,116-288045-0010-1,0.12660425299873168,34,3.365
216,citrinet,?,0.3333333333333333,116-288045-0010,NeMo,116-288045-0010-2,0.13451641499887046,34,3.365
217,citrinet,?,0.3333333333333333,116-288045-0010,NeMo,116-288045-0010-3,0.11632223000015074,34,3.365
218,citrinet,?,0.3333333333333333,116-288045-0010,NeMo,116-288045-0010-4,0.09399398200002906,34,3.365
219,citrinet,?,0.3333333333333333,116-288045-0010,NeMo,116-288045-0010-5,0.11739106099958008,34,3.365
220,citrinet,?,0.05,116-288045-0011,NeMo,116-288045-0011-1,0.17319276200032618,102,9.11
221,citrinet,?,0.05,116-288045-0011,NeMo,116-288045-0011-2,0.1395212410006934,102,9.11
222,citrinet,?,0.05,116-288045-0011,NeMo,116-288045-0011-3,0.18199612299940782,102,9.11
223,citrinet,?,0.05,116-288045-0011,NeMo,116-288045-0011-4,0.16852066499996,102,9.11
224,citrinet,?,0.05,116-288045-0011,NeMo,116-288045-0011-5,0.1696935170002689,102,9.11
225,citrinet,?,0.0,116-288045-0012,NeMo,116-288045-0012-1,0.13229877400044643,57,4.895
226,citrinet,?,0.0,116-288045-0012,NeMo,116-288045-0012-2,0.1109856769999169,57,4.895
227,citrinet,?,0.0,116-288045-0012,NeMo,116-288045-0012-3,0.1072085160012648,57,4.895
228,citrinet,?,0.0,116-288045-0012,NeMo,116-288045-0012-4,0.11095731299974432,57,4.895
229,citrinet,?,0.0,116-288045-0012,NeMo,116-288045-0012-5,0.10909859900129959,57,4.895
230,citrinet,?,0.0,116-288045-0013,NeMo,116-288045-0013-1,0.11001823900005547,68,4.895
231,citrinet,?,0.0,116-288045-0013,NeMo,116-288045-0013-2,0.1052345879998029,68,4.895
232,citrinet,?,0.0,116-288045-0013,NeMo,116-288045-0013-3,0.10631180800010043,68,4.895
233,citrinet,?,0.0,116-288045-0013,NeMo,116-288045-0013-4,0.10470213799999328,68,4.895
234,citrinet,?,0.0,116-288045-0013,NeMo,116-288045-0013-5,0.10466887199982011,68,4.895
235,citrinet,?,0.0,116-288045-0014,NeMo,116-288045-0014-1,0.08773245500015037,12,1.36
236,citrinet,?,0.0,116-288045-0014,NeMo,116-288045-0014-2,0.07545765500071866,12,1.36
237,citrinet,?,0.0,116-288045-0014,NeMo,116-288045-0014-3,0.08070679000047676,12,1.36
238,citrinet,?,0.0,116-288045-0014,NeMo,116-288045-0014-4,0.07811947899972438,12,1.36
239,citrinet,?,0.0,116-288045-0014,NeMo,116-288045-0014-5,0.08592823399885674,12,1.36
240,citrinet,?,0.5,116-288045-0015,NeMo,116-288045-0015-1,0.10442518300078518,37,3.01
241,citrinet,?,0.5,116-288045-0015,NeMo,116-288045-0015-2,0.08274547300061386,37,3.01
242,citrinet,?,0.5,116-288045-0015,NeMo,116-288045-0015-3,0.08467468900016684,37,3.01
243,citrinet,?,0.5,116-288045-0015,NeMo,116-288045-0015-4,0.08611589999964053,37,3.01
244,citrinet,?,0.5,116-288045-0015,NeMo,116-288045-0015-5,0.0854396260001522,37,3.01
245,citrinet,?,0.030303030303030304,116-288045-0016,NeMo,116-288045-0016-1,0.15869827299866301,175,11.9
246,citrinet,?,0.030303030303030304,116-288045-0016,NeMo,116-288045-0016-2,0.15710789600052522,175,11.9
247,citrinet,?,0.030303030303030304,116-288045-0016,NeMo,116-288045-0016-3,0.1502592699998786,175,11.9
248,citrinet,?,0.030303030303030304,116-288045-0016,NeMo,116-288045-0016-4,0.1511660699998174,175,11.9
249,citrinet,?,0.030303030303030304,116-288045-0016,NeMo,116-288045-0016-5,0.15744211200035352,175,11.9
250,citrinet,?,0.0,116-288045-0017,NeMo,116-288045-0017-1,0.09252822000053129,19,1.825
251,citrinet,?,0.0,116-288045-0017,NeMo,116-288045-0017-2,0.08484877699993376,19,1.825
252,citrinet,?,0.0,116-288045-0017,NeMo,116-288045-0017-3,0.08424645200102532,19,1.825
253,citrinet,?,0.0,116-288045-0017,NeMo,116-288045-0017-4,0.07738907399834716,19,1.825
254,citrinet,?,0.0,116-288045-0017,NeMo,116-288045-0017-5,0.07969402799972158,19,1.825
255,citrinet,?,0.0,116-288045-0018,NeMo,116-288045-0018-1,0.10943078799937211,38,4.21
256,citrinet,?,0.0,116-288045-0018,NeMo,116-288045-0018-2,0.10227212199970381,38,4.21
257,citrinet,?,0.0,116-288045-0018,NeMo,116-288045-0018-3,0.1159200559995952,38,4.21
258,citrinet,?,0.0,116-288045-0018,NeMo,116-288045-0018-4,0.09624558399991656,38,4.21
259,citrinet,?,0.0,116-288045-0018,NeMo,116-288045-0018-5,0.09986256099909951,38,4.21
260,citrinet,?,0.0,116-288045-0019,NeMo,116-288045-0019-1,0.10368461800135265,28,3.505
261,citrinet,?,0.0,116-288045-0019,NeMo,116-288045-0019-2,0.09270367300086946,28,3.505
262,citrinet,?,0.0,116-288045-0019,NeMo,116-288045-0019-3,0.09337314900039928,28,3.505
